Training on dataset data/CE_train_E1.h5
cuda:0
models/GNN_CE_E1_xresolution100-200_n0_tw25_unrolling2_time11141146.pt
Number of parameters: 1031645
Starting epoch 4...
Training Loss (progress: 0.00): 0.8214093093697323
Training Loss (progress: 0.10): 0.8362149312977422
Training Loss (progress: 0.20): 0.7914917076065259
Training Loss (progress: 0.30): 0.8263697661770312
Training Loss (progress: 0.40): 0.8394333650743849
Training Loss (progress: 0.50): 0.8411353134885305
Training Loss (progress: 0.60): 0.7420953765092063
Training Loss (progress: 0.70): 0.741871250274276
Training Loss (progress: 0.80): 0.7812739945449345
Training Loss (progress: 0.90): 0.7568684736614755
Evaluation on validation dataset:
Step 25, mean loss 0.43701977857641255
Step 50, mean loss 0.7769906834051761
Step 75, mean loss 1.1155819919010728
Step 100, mean loss 1.138854691247865
Step 125, mean loss 1.34279304331689
Step 150, mean loss 1.402853432260997
Step 175, mean loss 1.9734904760582996
Step 200, mean loss 2.045122452215789
Step 225, mean loss 2.5039256807799917
Unrolled forward losses 16.865010411751534
Unrolled forward base losses 2.927822615141285
Evaluation on test dataset:
Step 25, mean loss 0.47089646940304924
Step 50, mean loss 1.0738767663658502
Step 75, mean loss 1.040110662072498
Step 100, mean loss 1.2434265352826879
Step 125, mean loss 1.5065642039119411
Step 150, mean loss 1.7203753730258367
Step 175, mean loss 1.9320391058019257
Step 200, mean loss 2.1998573089009206
Step 225, mean loss 2.542776655122492
Unrolled forward losses 19.76088592370779
Unrolled forward base losses 3.162220099443931
Saved model at models/GNN_CE_E1_xresolution100-200_n0_tw25_unrolling2_time11141146.pt
Training time:  6:38:00.784501 

Epoch 5
Starting epoch 5...
Training Loss (progress: 0.00): 0.6554382967482679
Training Loss (progress: 0.10): 0.6926763989648118
Training Loss (progress: 0.20): 0.7147199630113389
Training Loss (progress: 0.30): 0.7061471621356489
Training Loss (progress: 0.40): 0.6381614333276253
Training Loss (progress: 0.50): 0.698471637772816
Training Loss (progress: 0.60): 0.772973697334344
Training Loss (progress: 0.70): 0.7436982652459339
Training Loss (progress: 0.80): 0.7330492841416306
Training Loss (progress: 0.90): 0.6757720215700971
Evaluation on validation dataset:
Step 25, mean loss 0.3937928131932086
Step 50, mean loss 0.7263511445029007
Step 75, mean loss 0.9849425384309781
Step 100, mean loss 1.14776877340174
Step 125, mean loss 1.3209787938001334
Step 150, mean loss 1.2408910467058647
Step 175, mean loss 1.7482197854550419
Step 200, mean loss 1.8215267918611953
Step 225, mean loss 2.3149363226395163
Unrolled forward losses 16.53351410735494
Unrolled forward base losses 2.927822615141285
Evaluation on test dataset:
Step 25, mean loss 0.43731147381431734
Step 50, mean loss 0.8459772151000773
Step 75, mean loss 1.0220147778300746
Step 100, mean loss 1.2647235950486395
Step 125, mean loss 1.389545265014527
Step 150, mean loss 1.58377710321649
Step 175, mean loss 1.7917546879996207
Step 200, mean loss 2.0576844292941594
Step 225, mean loss 2.5214922742983483
Unrolled forward losses 18.3298606071521
Unrolled forward base losses 3.162220099443931
Saved model at models/GNN_CE_E1_xresolution100-200_n0_tw25_unrolling2_time11141146.pt
Training time:  8:00:17.159095 

Epoch 6
Starting epoch 6...
Training Loss (progress: 0.00): 0.7291727214953713
Training Loss (progress: 0.10): 0.7192513232665022
Training Loss (progress: 0.20): 0.709692753166273
Training Loss (progress: 0.30): 0.706091981713181
Training Loss (progress: 0.40): 0.6827054234567956
Training Loss (progress: 0.50): 0.6657569339618985
Training Loss (progress: 0.60): 0.6328006215873552
Training Loss (progress: 0.70): 0.7149241720897792
Training Loss (progress: 0.80): 0.6888776479715425
Training Loss (progress: 0.90): 0.6563530492818886
Evaluation on validation dataset:
Step 25, mean loss 0.3979690303364882
Step 50, mean loss 0.6493301368275994
Step 75, mean loss 0.9671110814382518
Step 100, mean loss 1.055134900872863
Step 125, mean loss 1.284524570728629
Step 150, mean loss 1.1723301065353393
Step 175, mean loss 1.6604386809259952
Step 200, mean loss 1.8149787950130023
Step 225, mean loss 2.376306893179777
Unrolled forward losses 14.205052492534474
Unrolled forward base losses 2.927822615141285
Evaluation on test dataset:
Step 25, mean loss 0.4332390017534144
Step 50, mean loss 0.7906344269595227
Step 75, mean loss 0.857722471872578
Step 100, mean loss 1.1437355953890012
Step 125, mean loss 1.3245351670430536
Step 150, mean loss 1.4696490087386178
Step 175, mean loss 1.7056512565074617
Step 200, mean loss 1.9657951277967063
Step 225, mean loss 2.4707985230866973
Unrolled forward losses 17.248755595428392
Unrolled forward base losses 3.162220099443931
Saved model at models/GNN_CE_E1_xresolution100-200_n0_tw25_unrolling2_time11141146.pt
Training time:  9:23:00.562197 

Epoch 7
Starting epoch 7...
Training Loss (progress: 0.00): 0.6990504155563279
Training Loss (progress: 0.10): 0.6867058719727611
Training Loss (progress: 0.20): 0.6197918136676615
Training Loss (progress: 0.30): 0.6571891614312876
Training Loss (progress: 0.40): 0.6441708662885582
Training Loss (progress: 0.50): 0.676472401064694
Training Loss (progress: 0.60): 0.7175593418774202
Training Loss (progress: 0.70): 0.6422961832717645
Training Loss (progress: 0.80): 0.6163917306640518
Training Loss (progress: 0.90): 0.6382195343934844
Evaluation on validation dataset:
Step 25, mean loss 0.40373030522453307
Step 50, mean loss 0.6100129686127036
Step 75, mean loss 0.8938113349812061
Step 100, mean loss 0.9975100316608145
Step 125, mean loss 1.1325459014611001
Step 150, mean loss 1.1741018161436496
Step 175, mean loss 1.5968854295203339
Step 200, mean loss 1.732494937984824
Step 225, mean loss 2.239293232178473
Unrolled forward losses 13.538237035374816
Unrolled forward base losses 2.927822615141285
Evaluation on test dataset:
Step 25, mean loss 0.40711626772833676
Step 50, mean loss 0.7178782421436486
Step 75, mean loss 0.8892757102152944
Step 100, mean loss 1.059936004036619
Step 125, mean loss 1.3180617815185194
Step 150, mean loss 1.5129622174168462
Step 175, mean loss 1.692491382451047
Step 200, mean loss 2.007437784719796
Step 225, mean loss 2.194470126951037
Unrolled forward losses 16.847388852241632
Unrolled forward base losses 3.162220099443931
Saved model at models/GNN_CE_E1_xresolution100-200_n0_tw25_unrolling2_time11141146.pt
Training time:  10:46:56.563511 

Epoch 8
Starting epoch 8...
Training Loss (progress: 0.00): 0.6984500783783143
Training Loss (progress: 0.10): 0.6970213100396156
Training Loss (progress: 0.20): 0.6022548771658593
Training Loss (progress: 0.30): 0.6748188872621855
Training Loss (progress: 0.40): 0.650479191542167
Training Loss (progress: 0.50): 0.6617640269224715
Training Loss (progress: 0.60): 0.6312794503539355
Training Loss (progress: 0.70): 0.655972575151601
Training Loss (progress: 0.80): 0.6741411395461578
Training Loss (progress: 0.90): 0.7320063404539296
Evaluation on validation dataset:
Step 25, mean loss 0.3430516079023987
Step 50, mean loss 0.5943291288076776
Step 75, mean loss 0.8191084180601834
Step 100, mean loss 0.9588670016737048
Step 125, mean loss 1.045996273245717
Step 150, mean loss 1.1108494770849737
Step 175, mean loss 1.5459925121716913
Step 200, mean loss 1.7207969611057523
Step 225, mean loss 2.1488568889645214
Unrolled forward losses 13.12302891361308
Unrolled forward base losses 2.927822615141285
Evaluation on test dataset:
Step 25, mean loss 0.3796180176620966
Step 50, mean loss 0.6877307265316236
Step 75, mean loss 0.8417814464752479
Step 100, mean loss 1.0484278955430972
Step 125, mean loss 1.1917833405091374
Step 150, mean loss 1.462456318381721
Step 175, mean loss 1.590033541056163
Step 200, mean loss 1.889808241022336
Step 225, mean loss 2.2161346384467264
Unrolled forward losses 16.569980848808427
Unrolled forward base losses 3.162220099443931
Saved model at models/GNN_CE_E1_xresolution100-200_n0_tw25_unrolling2_time11141146.pt
Training time:  12:10:03.688786 

Epoch 9
Starting epoch 9...
Training Loss (progress: 0.00): 0.6119165086680515
Training Loss (progress: 0.10): 0.6637162347481663
Training Loss (progress: 0.20): 0.6237191329295587
Training Loss (progress: 0.30): 0.6532852759230444
Training Loss (progress: 0.40): 0.6460418610853381
Training Loss (progress: 0.50): 0.6763153453542735
Training Loss (progress: 0.60): 0.6359540944334886
Training Loss (progress: 0.70): 0.5773037165605677
Training Loss (progress: 0.80): 0.6394286393826154
Training Loss (progress: 0.90): 0.5812973195825798
Evaluation on validation dataset:
Step 25, mean loss 0.337237433314719
Step 50, mean loss 0.561664306642894
Step 75, mean loss 0.8148157515066496
Step 100, mean loss 0.8985535681556126
Step 125, mean loss 0.9739615491572319
Step 150, mean loss 1.0502106462081318
Step 175, mean loss 1.4890951633523444
Step 200, mean loss 1.6711533522816597
Step 225, mean loss 2.077965817321453
Unrolled forward losses 12.791125012084251
Unrolled forward base losses 2.927822615141285
Evaluation on test dataset:
Step 25, mean loss 0.3753068452703405
Step 50, mean loss 0.6627922267577202
Step 75, mean loss 0.819981091944966
Step 100, mean loss 1.0213669077971457
Step 125, mean loss 1.1803444956163276
Step 150, mean loss 1.3335298479347746
Step 175, mean loss 1.4726929122660213
Step 200, mean loss 1.8560506639935581
Step 225, mean loss 2.1803700517836155
Unrolled forward losses 15.190125084084253
Unrolled forward base losses 3.162220099443931
Saved model at models/GNN_CE_E1_xresolution100-200_n0_tw25_unrolling2_time11141146.pt
Training time:  13:33:21.519797 

Epoch 10
Starting epoch 10...
Training Loss (progress: 0.00): 0.6071133996789287
Training Loss (progress: 0.10): 0.587448933648148
Training Loss (progress: 0.20): 0.5746102314420973
Training Loss (progress: 0.30): 0.6088970152405375
Training Loss (progress: 0.40): 0.5952484616092566
Training Loss (progress: 0.50): 0.5827862944482447
Training Loss (progress: 0.60): 0.6348204091843995
Training Loss (progress: 0.70): 0.5840987819465838
Training Loss (progress: 0.80): 0.6149904200804991
Training Loss (progress: 0.90): 0.6039743969305202
Evaluation on validation dataset:
Step 25, mean loss 0.34928258627680375
Step 50, mean loss 0.5353680716374213
Step 75, mean loss 0.743175199218695
Step 100, mean loss 0.8575407291208336
Step 125, mean loss 0.924260046361711
Step 150, mean loss 1.0181638955736774
Step 175, mean loss 1.4339363845714637
Step 200, mean loss 1.561190792938037
Step 225, mean loss 2.0182214113522314
Unrolled forward losses 12.700886579135382
Unrolled forward base losses 2.927822615141285
Evaluation on test dataset:
Step 25, mean loss 0.350152645824652
Step 50, mean loss 0.6212551040001302
Step 75, mean loss 0.7705042907925154
Step 100, mean loss 0.943451303985309
Step 125, mean loss 1.0917879978470346
Step 150, mean loss 1.4017208021446916
Step 175, mean loss 1.446503885436897
Step 200, mean loss 1.7818664541490012
Step 225, mean loss 2.1606478955908934
Unrolled forward losses 15.089968597694254
Unrolled forward base losses 3.162220099443931
Saved model at models/GNN_CE_E1_xresolution100-200_n0_tw25_unrolling2_time11141146.pt
Training time:  14:56:48.655400 

Epoch 11
Starting epoch 11...
Training Loss (progress: 0.00): 0.576085545065931
Training Loss (progress: 0.10): 0.5902005070733092
Training Loss (progress: 0.20): 0.5897650683746771
Training Loss (progress: 0.30): 0.5873515976282097
Training Loss (progress: 0.40): 0.6064006306277973
Training Loss (progress: 0.50): 0.630847939885198
Training Loss (progress: 0.60): 0.5791643022110602
Training Loss (progress: 0.70): 0.6054397049170889
Training Loss (progress: 0.80): 0.5909040516679073
Training Loss (progress: 0.90): 0.613535713138804
Evaluation on validation dataset:
Step 25, mean loss 0.3322728178864688
Step 50, mean loss 0.5222539799385963
Step 75, mean loss 0.7660253031421372
Step 100, mean loss 0.8402776959296318
Step 125, mean loss 0.9097475950884619
Step 150, mean loss 1.005017022151402
Step 175, mean loss 1.42607705824289
Step 200, mean loss 1.5324210631565292
Step 225, mean loss 2.000350525455479
Unrolled forward losses 12.216974956170866
Unrolled forward base losses 2.927822615141285
Evaluation on test dataset:
Step 25, mean loss 0.330071012023291
Step 50, mean loss 0.6077097690434758
Step 75, mean loss 0.745462216451134
Step 100, mean loss 0.9038363048433037
Step 125, mean loss 1.085469448912594
Step 150, mean loss 1.3426831886139388
Step 175, mean loss 1.4394254282464847
Step 200, mean loss 1.7652053068382807
Step 225, mean loss 2.0408256002421385
Unrolled forward losses 14.809290321599052
Unrolled forward base losses 3.162220099443931
Saved model at models/GNN_CE_E1_xresolution100-200_n0_tw25_unrolling2_time11141146.pt
Training time:  16:20:38.527336 

Epoch 12
Starting epoch 12...
Training Loss (progress: 0.00): 0.609671125957063
Training Loss (progress: 0.10): 0.5737033364259628
Training Loss (progress: 0.20): 0.5436068657222567
Training Loss (progress: 0.30): 0.5670244560960239
Training Loss (progress: 0.40): 0.6130653528292013
Training Loss (progress: 0.50): 0.5447412764928886
Training Loss (progress: 0.60): 0.5736157673280691
Training Loss (progress: 0.70): 0.5950405219890709
Training Loss (progress: 0.80): 0.5599891574665394
Training Loss (progress: 0.90): 0.5428218756629358
Evaluation on validation dataset:
Step 25, mean loss 0.35045980667066623
Step 50, mean loss 0.5313212666836697
Step 75, mean loss 0.7233547545767689
Step 100, mean loss 0.8297530496995561
Step 125, mean loss 0.8966740799507902
Step 150, mean loss 1.0053602140492455
Step 175, mean loss 1.4055014838669626
Step 200, mean loss 1.5334074481615851
Step 225, mean loss 1.9292856607536462
Unrolled forward losses 12.374588272332012
Unrolled forward base losses 2.927822615141285
Epoch 13
Starting epoch 13...
Training Loss (progress: 0.00): 0.5794645875845302
Training Loss (progress: 0.10): 0.6144001651179546
Training Loss (progress: 0.20): 0.5572826259367484
Training Loss (progress: 0.30): 0.6017636765099792
Training Loss (progress: 0.40): 0.5456774240757603
Training Loss (progress: 0.50): 0.5646941822468152
Training Loss (progress: 0.60): 0.5799538745203877
Training Loss (progress: 0.70): 0.5170852333074697
Training Loss (progress: 0.80): 0.5388799369759756
Training Loss (progress: 0.90): 0.6061534046722034
Evaluation on validation dataset:
Step 25, mean loss 0.3264007290881732
Step 50, mean loss 0.5299199629171059
Step 75, mean loss 0.7280417723963593
Step 100, mean loss 0.8292861187770637
Step 125, mean loss 0.9241741678281621
Step 150, mean loss 0.9929641332582329
Step 175, mean loss 1.3911358599476282
Step 200, mean loss 1.5164330098004755
Step 225, mean loss 1.9701556037704853
Unrolled forward losses 12.377581889030218
Unrolled forward base losses 2.927822615141285
Epoch 14
Starting epoch 14...
Training Loss (progress: 0.00): 0.5881719340645668
Training Loss (progress: 0.10): 0.5577200174588698
Training Loss (progress: 0.20): 0.5777173922289318
Training Loss (progress: 0.30): 0.5693362759913553
Training Loss (progress: 0.40): 0.5694204114979508
Training Loss (progress: 0.50): 0.5846338013632736
Training Loss (progress: 0.60): 0.5238810868719861
Training Loss (progress: 0.70): 0.5809451571198899
Training Loss (progress: 0.80): 0.5445620321799881
Training Loss (progress: 0.90): 0.5595853502727149
Evaluation on validation dataset:
Step 25, mean loss 0.3243807613988454
Step 50, mean loss 0.544926205296137
Step 75, mean loss 0.7155046336169895
Step 100, mean loss 0.8288145522800698
Step 125, mean loss 0.9083464707846565
Step 150, mean loss 0.9894279804986092
Step 175, mean loss 1.3920538815613548
Step 200, mean loss 1.5353649450218074
Step 225, mean loss 1.9726050062012868
Unrolled forward losses 12.655331580240976
Unrolled forward base losses 2.927822615141285
Epoch 15
Starting epoch 15...
Training Loss (progress: 0.00): 0.5674312077939153
Training Loss (progress: 0.10): 0.5028604081720767
Training Loss (progress: 0.20): 0.538580474500322
Training Loss (progress: 0.30): 0.5868864597787717
Training Loss (progress: 0.40): 0.5443882549822688
Training Loss (progress: 0.50): 0.5488612579755789
Training Loss (progress: 0.60): 0.5731718713432536
Training Loss (progress: 0.70): 0.5693100479063044
Training Loss (progress: 0.80): 0.4756075860314758
Training Loss (progress: 0.90): 0.5705130745016939
Evaluation on validation dataset:
Step 25, mean loss 0.3275360372860535
Step 50, mean loss 0.5036603292904696
Step 75, mean loss 0.6815984898158484
Step 100, mean loss 0.7947598299430599
Step 125, mean loss 0.8572885444608829
Step 150, mean loss 0.9572002154525772
Step 175, mean loss 1.375725473005785
Step 200, mean loss 1.4774982020444258
Step 225, mean loss 1.9233095618534997
Unrolled forward losses 11.788589526204618
Unrolled forward base losses 2.927822615141285
Evaluation on test dataset:
Step 25, mean loss 0.33660885114570255
Step 50, mean loss 0.5509946601558986
Step 75, mean loss 0.7140169277055686
Step 100, mean loss 0.8798329897008865
Step 125, mean loss 1.0451541821941073
Step 150, mean loss 1.3610362573001562
Step 175, mean loss 1.3718645873340538
Step 200, mean loss 1.7570149307136387
Step 225, mean loss 2.0591561584785887
Unrolled forward losses 14.229918412209834
Unrolled forward base losses 3.162220099443931
Saved model at models/GNN_CE_E1_xresolution100-200_n0_tw25_unrolling2_time11141146.pt
Training time:  21:58:49.766887 

Epoch 16
Starting epoch 16...
Training Loss (progress: 0.00): 0.568837703889218
Training Loss (progress: 0.10): 0.57935548769701
Training Loss (progress: 0.20): 0.6016152190611915
Training Loss (progress: 0.30): 0.541330608558334
Training Loss (progress: 0.40): 0.5469046704951652
Training Loss (progress: 0.50): 0.5781123427725499
Training Loss (progress: 0.60): 0.565935049345055
Training Loss (progress: 0.70): 0.5774074343093744
Training Loss (progress: 0.80): 0.5066401267730171
Training Loss (progress: 0.90): 0.5152256474820952
Evaluation on validation dataset:
Step 25, mean loss 0.31145951272945455
Step 50, mean loss 0.5050686350160623
Step 75, mean loss 0.6949670586907695
Step 100, mean loss 0.7848295843740849
Step 125, mean loss 0.8633840889648914
Step 150, mean loss 0.9543795679908023
Step 175, mean loss 1.3477248871099774
Step 200, mean loss 1.4834525780536123
Step 225, mean loss 1.9199026151154044
Unrolled forward losses 11.864291430552235
Unrolled forward base losses 2.927822615141285
Epoch 17
Starting epoch 17...
Training Loss (progress: 0.00): 0.5822955833075538
Training Loss (progress: 0.10): 0.5879558251471532
Training Loss (progress: 0.20): 0.5267146259203164
Training Loss (progress: 0.30): 0.5781990080517475
Training Loss (progress: 0.40): 0.5292906578363198
Training Loss (progress: 0.50): 0.5568221576856968
Training Loss (progress: 0.60): 0.5204752300466521
Training Loss (progress: 0.70): 0.56624739696716
Training Loss (progress: 0.80): 0.5751902789517486
Training Loss (progress: 0.90): 0.522350738538648
Evaluation on validation dataset:
Step 25, mean loss 0.3223491507990971
Step 50, mean loss 0.4978428935121489
Step 75, mean loss 0.6939362107722005
Step 100, mean loss 0.7821644828391228
Step 125, mean loss 0.8661194567352279
Step 150, mean loss 0.9446607229081677
Step 175, mean loss 1.3461194562393544
Step 200, mean loss 1.4670981534245076
Step 225, mean loss 1.9044338621970442
Unrolled forward losses 11.700800878255327
Unrolled forward base losses 2.927822615141285
Evaluation on test dataset:
Step 25, mean loss 0.3386361953931701
Step 50, mean loss 0.5630475247036681
Step 75, mean loss 0.708114523385204
Step 100, mean loss 0.8848872575876179
Step 125, mean loss 1.0446981308945613
Step 150, mean loss 1.3736299316522769
Step 175, mean loss 1.3457813213203822
Step 200, mean loss 1.7869886042275982
Step 225, mean loss 2.085601641003696
Unrolled forward losses 14.547612868637405
Unrolled forward base losses 3.162220099443931
Saved model at models/GNN_CE_E1_xresolution100-200_n0_tw25_unrolling2_time11141146.pt
Training time:  1 day, 0:49:26.210464 

Epoch 18
Starting epoch 18...
Training Loss (progress: 0.00): 0.5738271171860306
Training Loss (progress: 0.10): 0.5717768005507505
Training Loss (progress: 0.20): 0.6011471943698188
Training Loss (progress: 0.30): 0.5225481354851348
Training Loss (progress: 0.40): 0.5303630111274633
Training Loss (progress: 0.50): 0.5470464694747118
Training Loss (progress: 0.60): 0.5355064515604521
Training Loss (progress: 0.70): 0.57402458830353
Training Loss (progress: 0.80): 0.5547289561477137
Training Loss (progress: 0.90): 0.5208700920869194
Evaluation on validation dataset:
Step 25, mean loss 0.3236648308115568
Step 50, mean loss 0.4991425082211241
Step 75, mean loss 0.6931437490145509
Step 100, mean loss 0.7744449611401923
Step 125, mean loss 0.8523858503936875
Step 150, mean loss 0.933762418719817
Step 175, mean loss 1.3493196777205256
Step 200, mean loss 1.449324194477229
Step 225, mean loss 1.9016581799754628
Unrolled forward losses 11.754520652010342
Unrolled forward base losses 2.927822615141285
Epoch 19
Starting epoch 19...
Training Loss (progress: 0.00): 0.5317226357634486
Training Loss (progress: 0.10): 0.5764306308987575
Training Loss (progress: 0.20): 0.5998310556941372
Training Loss (progress: 0.30): 0.5664537621726327
Training Loss (progress: 0.40): 0.6061577489606408
Training Loss (progress: 0.50): 0.5631666034712765
Training Loss (progress: 0.60): 0.5202063330093009
Training Loss (progress: 0.70): 0.54187295814555
Training Loss (progress: 0.80): 0.5618087921439144
Training Loss (progress: 0.90): 0.5946938086708131
Evaluation on validation dataset:
Step 25, mean loss 0.3036702963734019
Step 50, mean loss 0.497094867501024
Step 75, mean loss 0.6786238526086885
Step 100, mean loss 0.7653519378788421
Step 125, mean loss 0.8362693428122729
Step 150, mean loss 0.9267981248103381
Step 175, mean loss 1.3492972107686292
Step 200, mean loss 1.4417682836306844
Step 225, mean loss 1.8914265928060454
Unrolled forward losses 11.539976919858049
Unrolled forward base losses 2.927822615141285
Evaluation on test dataset:
Step 25, mean loss 0.32761373634320873
Step 50, mean loss 0.5525338563616495
Step 75, mean loss 0.7046854624418717
Step 100, mean loss 0.8592542049391445
Step 125, mean loss 1.039054562448719
Step 150, mean loss 1.359171816555307
Step 175, mean loss 1.33437941481592
Step 200, mean loss 1.7076118388612496
Step 225, mean loss 2.0683240901416946
Unrolled forward losses 14.4461628771592
Unrolled forward base losses 3.162220099443931
Saved model at models/GNN_CE_E1_xresolution100-200_n0_tw25_unrolling2_time11141146.pt
Training time:  1 day, 3:40:26.431098 

Epoch 20
Starting epoch 20...
Training Loss (progress: 0.00): 0.5210217956828531
Training Loss (progress: 0.10): 0.6168707694782197
Training Loss (progress: 0.20): 0.5302346631778688
Training Loss (progress: 0.30): 0.5927100082538241
